X	Y
11.215397215397216	17.11711711711709
11.711711711711715	18.69369369369366
15.736281736281734	22.072072072072046
21.158067158067162	25.900900900900865
24.93202293202293	28.15315315315314
25.295659295659306	28.15315315315314
