X	Y
0.10411	9.40822
0.13562	9.87123
0.16301	11.52603
0.19452	12.18904
0.22603	14.65205
0.25616	17.71233
0.2863	20.1726
0.31233	23.02466
0.39041	29.58082
0.48082	38.96164
0.55479	45.90959
0.70274	54.40548
0.77808	55.95616
0.79315	55.9863
0.80822	56.01644
0.82603	56.05205
0.84384	56.08767
0.85753	56.31507
0.87397	55.94795
0.89041	56.58082
