X	Y
0.0891	5.4658
0.1275	5.6928
0.1631	5.8219
0.1987	6.2368
0.233	6.5552
0.27	7.1618
0.307	7.6733
0.3604	8.7718
0.4509	10.6675
0.5427	12.6597
0.6304	13.9813
0.6907	14.8959
0.7263	15.1203
0.7661	15.0629
0.8017	14.9063
0.8345	14.2709
0.8537	13.9082
