X	Y
0.0933	9.8507
0.1221	10.5448
0.1495	11.7138
0.1783	12.7888
0.2071	13.5782
0.2345	14.4614
0.2633	15.8222
0.3072	17.9592
0.3786	22.2176
0.5199	30.7332
0.5939	34.2323
0.6666	36.7777
0.6789	36.8846
0.7228	37.8788
0.7502	38.5716
0.7776	38.5977
0.7927	38.612
0.8077	38.5311
0.8228	38.5455
0.8365	37.9871
0.8516	37.811
0.8639	38.2037
0.8762	37.9297
0.894	37.1847
