X	Y
0.1099	13.4855
0.1332	15.5078
0.1661	16.3962
0.1867	17.8444
0.2087	19.9606
0.2375	22.8452
0.2649	24.1094
0.3281	29.1219
0.394	35.1847
0.4613	42.3916
0.5285	47.789
0.5958	52.3292
0.6657	55.7292
0.7329	58.6503
0.7699	59.1618
0.7973	59.3783
0.822	59.6875
0.8316	59.4109
0.8521	59.3353
0.8617	59.2492
0.8781	59.1696
0.8904	58.9908
0.9055	58.91
0.9315	57.9823
0.9589	58.3894
