X	Y
0.1042	7.2897
0.1371	7.2258
0.1645	8.2995
0.1947	8.3282
0.2248	9.4998
0.255	10.9571
0.2865	12.0347
0.3153	13.586
0.3894	16.7041
0.4799	21.1713
0.5567	24.4825
0.7034	28.527
0.7801	29.1715
0.7938	29.1845
0.8116	29.2015
0.8281	29.2171
0.8418	29.4207
0.8582	29.5316
0.8733	29.165
0.8897	29.4663
