X	Y
0.0726	8.34136
0.09589	9.18364
0.1411	10.59608
0.16438	11.43836
0.19041	12.1492
0.21233	12.98963
0.24658	15.06294
0.31233	18.93558
0.36986	21.9863
0.43014	24.90559
0.49315	28.23399
0.5589	31.56609
0.61644	33.94113
0.67945	35.64791
0.74932	36.8234
0.80822	37.3084
0.83562	36.94002
0.85205	36.69197
0.86986	36.5809
0.8863	36.46797
0.89726	36.34765
0.91644	35.02221
0.9274	34.09108
0.9411	33.29878
