X	Y
11.22850122850123	35.58558558558556
15.331695331695334	41.44144144144141
20.348894348894348	47.972972972972954
26.17690417690418	57.65765765765762
26.481572481572485	57.88288288288285
31.01556101556102	64.63963963963961
31.25634725634726	64.41441441441438
36.155610155610155	71.39639639639637
40.805896805896815	77.47747747747745
43.53972153972155	78.37837837837836
44.69942669942671	79.50450450450448
46.361998361998374	83.10810810810808
