,Substance,x,G,T,Liquid density,Gas density,Lquid viscosity,Gas viscosity,Simplex density,Simplex viscosity,jl,jg,Re liquid,Re gas,fi,alpha,Pred,B,DpDz
0,CO2,0.1,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.2908448332213064,0.3086958400544736,3808.6930889951955,4025.72696170141,0.5292543372110124,565.0682266216472,0.4705412016493034,0.00019347593338928397,5245.97750319404
1,CO2,0.1163265306122449,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.2855687364735276,0.35909516087969384,3739.6011508728334,4571.715583580209,0.5553313626536808,604.3375562219375,0.4705412016493034,0.00018090403525095706,5701.716997383942
2,CO2,0.1326530612244898,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.2802926397257488,0.40949448170491404,3670.509212750472,5109.345310338491,0.5781720608442238,642.5984183892833,0.4705412016493034,0.00017013285349859163,6141.112408224432
3,CO2,0.1489795918367347,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.27501654297796996,0.45989380253013423,3601.4172746281097,5639.997470695569,0.5984788399872862,680.1742637883871,0.4705412016493034,0.00016073395950815336,6565.842836010406
4,CO2,0.1653061224489796,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.26974044623019117,0.5102931233553544,3532.3253365057476,6164.684126296654,0.6167501712424589,717.3103566396364,0.4705412016493034,0.00015241255275667874,6977.087177416828
5,CO2,0.1816326530612245,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.26446434948241243,0.5606924441805745,3463.2333983833864,6684.172497654054,0.6333526808124147,754.201351048122,0.4705412016493034,0.00014495744726831573,7375.694257674228
6,CO2,0.1979591836734694,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.2591882527346336,0.6110917650057948,3394.1414602610243,7199.060040342644,0.6485639058585506,791.0079437868516,0.4705412016493034,0.0001382123952521397,7762.2845978652
7,CO2,0.2142857142857143,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.2539121559868548,0.661491085831015,3325.0495221386627,7709.8222635858265,0.6625989811601097,827.8674762570303,0.4705412016493034,0.00013205869986406804,8137.315337074523
8,CO2,0.2306122448979592,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.248636059239076,0.711890406656235,3255.9575840163006,8216.84439649854,0.6756280309624717,864.9010614664671,0.4705412016493034,0.0001264041720435434,8501.122501649257
9,CO2,0.2469387755102041,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.24335996249129718,0.7622897274814554,3186.865645893939,8720.4431833339,0.6877878903468433,902.2185479502662,0.4705412016493034,0.00012117585348098737,8853.950193935041
10,CO2,0.263265306122449,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.2380838657435184,0.8126890483066757,3117.773707771577,9220.882255955217,0.6991902537601974,939.9221539613455,0.4705412016493034,0.00011631506089465652,9195.970677220734
11,CO2,0.2795918367346939,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.2328077689957396,0.8630883691318956,3048.6817696492153,9718.38330263433,0.7099274752353963,978.109209279077,0.4705412016493034,0.00011177392211124462,9527.29898327859
12,CO2,0.29591836734693877,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.2275316722479608,0.9134876899571157,2979.5898315268537,10213.13432654637,0.72007679346558,1016.8743245673305,0.4705412016493034,0.00010751289508737294,9848.003470201427
13,CO2,0.3122448979591837,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.222255575500182,0.9638870107823361,2910.4978934044916,10705.295874184074,0.7297034675738557,1056.311176650606,0.4705412016493034,0.00010349895465549214,10158.113639918338
14,CO2,0.3285714285714286,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.21697947875240317,1.0142863316075563,2841.4059552821295,11195.0058062106,0.7388631445064424,1096.5140439828126,0.4705412016493034,9.970424289063121e-05,10457.625973866427
15,CO2,0.3448979591836735,300,0,928.3300549284801,97.18303944331122,0.00010066445130687811,1.4545647880096918e-05,0.10468586999566479,0.1444963707769503,0.21170338200462438,1.0646856524327764,2772.3140171597684,11682.383001941633,0.7476036736489284,1137.5791871476943,0.4705412016493034,9.610504816668772e-05,10746.508312754868
