,Substance,x,G,T,Liquid density,Gas density,Lquid viscosity,Gas viscosity,Simplex density,Simplex viscosity,jl,jg,Re liquid,Re gas,fi,alpha,Pred,B,DpDz
0,CO2,0.1,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.2744732170876605,0.423443177350269,3219.2697295512294,4147.821555911615,0.566378659415641,689.7513221400909,0.3574996172511316,0.00017566725515702803,6166.1354651043
1,CO2,0.1163265306122449,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.269494111108746,0.4925767573258231,3160.8702786750164,4720.09945186946,0.5918372043573333,739.767789039399,0.3574996172511316,0.00016379020997740092,6750.2446345663875
2,CO2,0.1326530612244898,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.26451500512983156,0.5617103373013773,3102.470827798804,5284.605892897221,0.613983009905249,788.5130993337599,0.3574996172511316,0.0001536648174946725,7316.22060979776
3,CO2,0.1489795918367347,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.25953589915091707,0.6308439172769315,3044.0713769225913,5842.631789050272,0.6335538513029063,836.3955985756522,0.3574996172511316,0.00014486771774937935,7865.838499490824
4,CO2,0.1653061224489796,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.2545567931720026,0.6999774972524855,2985.6719260463783,6395.121998972943,0.6510693033435975,883.72516487654,0.3574996172511316,0.00013710905416867728,8400.319230591243
5,CO2,0.1816326530612245,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.24957768719308815,0.7691110772280396,2927.2724751701658,6942.7921443707855,0.6669089353105604,930.7479230821496,0.3574996172511316,0.00013018210247522238,8920.519603681634
6,CO2,0.1979591836734694,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.2445985812141736,0.8382446572035938,2868.8730242939523,7486.199079576546,0.6813583367193905,977.667188593201,0.3574996172511316,0.00012393452794056816,9427.046105773146
7,CO2,0.2142857142857143,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.23961947523525917,0.9073782371791479,2810.47357341774,8025.785728859286,0.6946376618257556,1024.6568092128448,0.3574996172511316,0.00011825102845348064,9920.327149460702
8,CO2,0.2306122448979592,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.23464036925634468,0.976511817154702,2752.0741225415272,8561.910710096094,0.706920128766698,1071.8701656061787,0.3574996172511316,0.0001130423491475359,10400.659382325463
9,CO2,0.2469387755102041,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.2296612632774302,1.0456453971302562,2693.6746716653142,9094.868736095825,0.7183444149984454,1119.4464273090125,0.3574996172511316,0.00010823807066189677,10868.239815871937
10,CO2,0.263265306122449,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.22468215729851573,1.1147789771058105,2635.2752207891012,9624.905003903319,0.7290232292585633,1167.515128002149,0.3574996172511316,0.00010378171433942889,11323.187893994278
11,CO2,0.2795918367346939,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.21970305131960124,1.1839125570813644,2576.8757699128887,10152.225622254777,0.739049388784204,1216.199632191519,0.3574996172511316,9.962732950588516e-05,11765.561233665223
12,CO2,0.29591836734693877,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.21472394534068678,1.2530461370569184,2518.476319036676,10677.005327037861,0.7485002251996875,1265.6198726988239,0.3574996172511316,9.573705669057119e-05,12195.367012801531
13,CO2,0.3122448979591837,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.20974483936177232,1.3221797170324727,2460.076868160463,11199.393295620464,0.7574408415094238,1315.8946051763346,0.3574996172511316,9.207935120688788e-05,12612.570313929044
14,CO2,0.3285714285714286,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.2047657333828578,1.3913132970080269,2401.67741728425,11719.51759848502,0.7659265616114058,1367.1433474732119,0.3574996172511316,8.862766419134037e-05,13017.100286669349
15,CO2,0.3448979591836735,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.19978662740394335,1.460446876983581,2343.2779664080376,12237.488654560948,0.7740048010472119,1419.4881232508144,0.3574996172511316,8.535944719550951e-05,13408.854711619475
16,CO2,0.36122448979591837,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.19480752142502888,1.529580456959135,2284.878515531825,12753.401944927273,0.7817165156223995,1473.055099087719,0.3574996172511316,8.225538988753429e-05,13787.703365846031
17,CO2,0.37755102040816324,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.1898284154461144,1.598714036934689,2226.479064655612,13267.340165166748,0.7890973373100398,1527.9761857916606,0.3574996172511316,7.929882849483223e-05,14153.490467831967
18,CO2,0.3938775510204082,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.1848493094671999,1.6678476169102434,2168.079613779399,13779.3749460541,0.7961784752363631,1584.3906638206215,0.3574996172511316,7.647528117156262e-05,14506.036395848663
19,CO2,0.4102040816326531,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.17987020348828542,1.7369811968857976,2109.680162903186,14289.568237281579,0.8029874379535977,1642.446887220303,0.3574996172511316,7.377207899023438e-05,14845.138816356646
20,CO2,0.42653061224489797,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.17489109750937096,1.8061147768613517,2051.2807120269736,14797.973424436765,0.8095486181823546,1702.3041189069208,0.3574996172511316,7.117806986162029e-05,15170.573320537856
21,CO2,0.44285714285714284,300,-10,983.7025370448737,70.84775857702444,0.00011909533285781757,1.3646965518633306e-05,0.07202152674105848,0.11458858370987374,0.1699119915304565,1.8752483568369056,1992.8812611507608,15067.607204919723,0.8417550627350929,2067.8747884938675,0.3574996172511316,5.859480572783245e-05,12824.262923076289
